user_id,Month,Income,Bills,Food,Entertainment,Transportation,Personal Spending,Healthcare,Savings
1,2032-04,88953,29089.22,12897.0,5419.21,4982.0,4751.61,25024.0,6789.92
1,2032-05,62995,20143.0,6706.0,5913.0,5913.0,4190.45,14835.52,5294.14
1,2032-06,181829,65064.0,28608.0,15081.13,11385.0,11093.62,32625.13,17972.0
1,2032-07,19692,6673.42,2131.08,1881.0,1441.88,1120.0,4789.0,1656.0
1,2032-08,186830,42286.86,23058.0,16690.93,18409.91,11795.0,60173.53,14415.22
1,2032-09,213481,68488.0,40718.94,13223.62,15687.03,15482.0,39110.0,20771.0
1,2032-10,212283,44558.07,38918.2,19571.69,13638.21,15527.0,60146.0,19923.58
1,2032-11,206769,63337.46,38870.0,16280.78,10645.17,17321.0,49049.0,11266.0
1,2032-12,47065,11843.0,7881.54,3052.0,4044.0,4598.33,9898.04,5748.0
1,2033-01,233165,77658.0,41977.97,19383.76,12734.0,18610.32,38329.0,24473.0
1,2033-02,109299,41272.16,17474.0,8209.0,6224.0,6097.0,22871.0,7152.0
1,2033-03,173678,58873.0,26616.03,12581.7,9417.0,12151.98,29548.0,24490.94
1,2033-04,21534,6046.31,2320.54,1661.0,2005.0,1712.26,6225.54,1564.0
1,2033-05,235735,64594.0,24219.89,16419.0,17984.0,17817.81,79009.24,15691.0
1,2033-06,50397,10147.0,6984.0,4515.0,4022.0,2775.01,15165.0,6789.18
1,2033-07,101387,24911.0,20048.79,7765.8,5757.71,5572.75,30144.47,7186.96
1,2033-08,11016,4044.0,1509.63,757.0,811.88,795.43,1451.0,1647.0
1,2033-09,230861,91425.99,34118.0,17687.0,13486.17,14393.0,28848.47,30902.0
1,2033-10,65591,24015.0,10132.68,3821.0,5191.0,6558.16,11605.0,4266.84
1,2033-11,230884,67484.88,39962.0,13253.0,21386.3,19750.8,36564.0,32484.06
1,2033-12,33247,10302.0,3517.0,2794.0,2438.0,1719.64,7590.31,4886.0
1,2034-01,34300,10444.0,5360.0,2471.7,2753.87,3291.0,7022.0,2958.0
1,2034-02,215137,63529.24,42943.99,11396.58,10790.93,17643.0,51656.0,17177.29
1,2034-03,92798,32713.0,17903.0,4781.65,8686.0,7086.0,11118.0,10510.0
1,2034-04,19268,4627.0,3843.29,1049.93,966.0,1006.0,6154.0,1622.0
1,2034-05,96807,32915.04,10691.41,6772.0,8341.0,6197.0,20395.58,11495.0
1,2034-06,22185,4884.88,4146.25,1865.0,1235.0,2043.32,6363.91,1647.0
1,2034-07,204776,52935.0,23596.94,12964.04,10464.33,16210.66,61119.15,27486.0
1,2034-08,227851,78371.0,42538.27,16564.16,20750.76,17711.51,26006.34,25909.0
1,2034-09,180171,69070.0,31001.22,12624.99,10437.52,16954.02,16233.0,23851.0
1,2034-10,149643,47690.8,28368.0,11846.0,10976.07,10029.0,19178.0,21555.0
1,2034-11,246584,94056.99,47910.87,17537.0,16981.0,23873.0,17247.73,28977.0
1,2034-12,48044,12052.0,9010.71,2841.34,3071.0,2714.0,12705.21,5650.49
1,2035-01,61214,16957.75,11421.0,4517.49,3400.0,5002.48,12135.52,7779.0
1,2035-02,202300,75650.62,35008.0,16666.62,18169.0,17742.0,28222.0,10842.04
1,2035-03,124752,36631.0,19701.0,6769.93,6506.0,10397.25,28239.0,16509.0
1,2035-04,58984,20165.25,11495.0,3042.0,5120.4,3923.15,6944.72,8294.0
1,2035-05,50774,12868.7,6193.44,2872.59,4714.69,3999.35,17199.0,2926.54
1,2035-06,12568,3075.0,2063.0,987.0,985.0,1045.0,3094.69,1317.61
1,2035-07,130151,29995.32,24722.0,11129.0,12608.0,10433.5,28595.0,12669.0
1,2035-08,203664,66989.0,31798.0,18094.81,12270.56,17572.0,34135.0,22805.0
1,2035-09,208635,48565.0,34274.95,18880.0,20315.0,13951.0,47091.84,25557.39
1,2035-10,143767,30035.0,20352.0,9359.0,12659.0,9735.0,40794.21,20832.86
1,2035-11,134375,41949.0,25047.0,9952.71,12750.0,11249.53,24867.6,8560.0
1,2035-12,189262,53245.99,36963.25,14407.95,11536.63,13806.0,32438.26,26864.0
1,2036-01,146330,49703.0,20416.05,14288.37,14391.94,10190.0,17524.0,19816.0
1,2036-02,228610,84824.0,36647.65,20980.0,20396.82,15740.0,25972.94,24050.0
1,2036-03,49504,12334.0,6944.0,4689.62,2476.0,4706.3,15116.44,3237.0
1,2036-04,174231,35982.81,18428.0,12582.66,11112.0,14130.0,55992.0,26003.0
1,2036-05,23986,4929.0,4412.98,2100.9,1474.0,2346.0,7168.39,1554.72
1,2036-06,71858,26439.0,8219.0,5138.0,6840.0,6631.95,12115.76,6473.99
1,2036-07,139312,44407.16,14388.28,11396.0,9503.55,9022.0,31376.82,19218.0
1,2036-08,22666,8272.13,3435.0,1658.0,1185.0,1461.99,3410.0,3243.53
1,2036-09,48660,11683.85,5856.61,2458.0,3497.0,4580.69,17898.0,2686.0
1,2036-10,144633,54846.0,26294.67,9059.91,9195.0,8138.0,24994.36,12105.27
1,2036-11,36854,10426.0,6463.56,1880.79,2338.0,2796.0,10115.0,2833.51
1,2036-12,74505,26534.69,12729.1,4366.0,7347.76,5397.19,13219.87,4910.0
1,2037-01,114488,23604.17,12043.0,6538.0,6945.95,9532.0,48299.14,7525.6
1,2037-02,193323,58255.0,26818.0,18429.0,9821.41,17227.0,50702.0,12071.0
1,2037-03,32662,10023.0,5032.0,2335.0,2137.46,2421.0,8694.0,2020.0
1,2037-04,18392,5978.0,2421.0,1670.0,1381.0,984.79,4462.12,1495.02
1,2037-05,40535,8267.0,5637.0,2414.73,2861.07,3921.75,13661.0,3771.94
1,2037-06,219675,47103.2,26480.0,15173.0,21770.0,19604.0,62447.0,27096.62
1,2037-07,123569,47320.0,12499.0,8959.47,12215.0,6815.58,22812.09,12947.0
1,2037-08,62256,19990.19,9443.0,5416.77,5076.0,4823.61,10099.0,7407.09
1,2037-09,99135,28908.0,10826.49,7700.0,8137.0,8445.0,26461.1,8657.06
1,2037-10,137478,32282.08,15357.0,9961.0,11082.5,8338.63,40672.86,19784.0
1,2037-11,45222,17512.0,6973.19,4386.0,2759.64,3902.0,4637.0,5052.42
1,2037-12,87373,18948.0,15789.96,8131.0,7939.0,6609.0,21757.0,8198.95
1,2038-01,220647,80243.56,23168.0,21088.57,11357.85,14959.55,58448.0,11381.0
1,2038-02,133684,36688.0,17820.54,12599.0,9246.15,9983.0,36875.0,10471.53
1,2038-03,237426,67785.0,28638.74,21365.0,15831.65,22142.0,48062.0,33602.0
1,2038-04,225723,67691.0,34649.0,12915.73,20134.0,16019.44,51739.06,22574.11
1,2038-05,204407,49467.69,26185.0,17507.0,10338.0,14398.0,57403.0,29108.0
1,2038-06,20965,6063.92,3786.0,1056.6,2017.0,1513.0,4320.0,2208.41
1,2038-07,34538,12339.0,5637.35,2372.0,2195.75,2127.0,7039.0,2827.0
1,2038-08,118066,31754.59,17259.0,8350.31,5981.52,7650.34,35745.0,11325.0
1,2038-09,211664,64849.0,37876.0,13724.15,16313.0,14237.0,45315.05,19350.34
1,2038-10,239090,62690.0,27900.0,14868.16,15154.0,15967.0,72639.64,29872.0
1,2038-11,123252,43227.0,14835.0,8181.17,9532.0,9708.62,31333.0,6435.0
1,2038-12,149182,33246.0,26328.0,12523.0,13224.89,14556.0,30261.0,19042.92
1,2039-01,220381,82932.17,38154.93,18702.36,19312.0,16144.0,14851.51,30284.0
1,2039-02,168338,49974.31,17058.83,11865.63,13869.15,8547.0,53877.0,13145.0
1,2039-03,194064,76915.61,28148.57,14684.51,19302.0,11950.0,15068.95,27995.0
1,2039-04,224020,61358.0,23417.24,15121.0,21609.96,15448.72,57240.0,29825.3
1,2039-05,108806,31033.02,16843.52,8275.0,7345.51,9126.0,22489.65,13693.26
1,2039-06,147982,34293.0,18620.0,11878.6,10604.12,13128.0,39443.0,20015.82
1,2039-07,120989,28683.0,19355.0,11261.13,11304.24,10431.34,24881.16,15072.0
1,2039-08,100982,31291.0,15483.08,8264.17,8827.0,6185.0,20543.0,10388.26
1,2039-09,131626,47955.25,19237.44,13052.73,11758.86,11673.01,11524.0,16425.0
1,2039-10,129176,42112.0,24002.46,11521.0,9229.53,7757.0,21452.0,13101.0
1,2039-11,141278,55586.21,25806.57,13443.0,13658.55,12724.54,3469.0,16590.0
1,2039-12,228126,84369.16,32075.0,11563.0,12321.34,14967.31,61065.42,11765.0
1,2040-01,228969,88767.0,32395.0,16054.56,15920.0,12242.0,37525.88,26064.0
1,2040-02,132409,36319.0,21430.75,10812.0,9727.0,9554.0,31402.71,13163.0
1,2040-03,33419,12456.0,3709.72,3217.0,2726.0,1762.0,5724.19,3823.99
1,2040-04,191708,39965.07,30284.61,13926.73,18679.49,10166.0,55961.0,22725.0
1,2040-05,60015,23448.0,11292.52,4755.0,5503.0,4928.96,6616.0,3472.21
1,2040-06,132096,42702.0,16462.94,11167.0,10546.0,9917.61,21800.89,19499.84
1,2040-07,117059,39594.31,18765.02,9475.88,11359.0,10394.0,20120.0,7350.57
1,2040-08,195340,69908.65,27664.4,11409.0,14406.0,10306.36,33470.22,28175.52
1,2040-09,120687,27892.49,14570.22,9839.5,7360.0,6158.18,38856.0,16011.0
1,2040-10,97939,21086.0,19457.83,6225.82,5380.0,8958.06,25013.66,11818.06
1,2040-11,159213,37390.96,29858.9,11477.24,15795.8,11111.0,34232.0,19347.0
1,2040-12,221428,53109.33,23138.0,12470.34,17300.0,19543.0,63973.0,31895.0
1,2041-01,115878,25887.0,20855.0,6508.0,9841.0,8205.0,32833.0,11748.0
1,2041-02,212982,59753.0,41962.47,20577.0,18546.5,13624.63,45065.0,13453.0
1,2041-03,197116,62155.0,30725.77,13514.0,17599.0,12347.33,32411.89,28363.0
1,2041-04,208286,52182.0,31661.01,15850.08,16547.63,18242.48,50402.61,23400.0
1,2041-05,174899,45262.0,21636.0,17039.56,17006.0,14079.0,34961.0,24915.0
1,2041-06,196892,59576.0,33552.0,19051.0,13544.0,16815.78,35141.98,19211.0
1,2041-07,72623,25760.0,8158.0,5905.0,4642.32,6728.46,11055.0,10373.35
1,2041-08,222806,85333.18,26495.0,21416.0,18889.77,17944.0,37135.0,15593.0
1,2041-09,85450,32938.5,11671.49,5631.37,7474.42,6114.43,16599.0,5020.6
1,2041-10,103426,33040.0,17100.28,6166.0,6700.22,8375.52,20671.0,11373.0
1,2041-11,127845,34439.0,18354.0,11471.0,8170.0,7302.0,37714.11,10396.0
1,2041-12,163371,39159.74,19031.0,10128.92,13969.3,10398.16,56938.0,13746.0
1,2042-01,53585,13643.18,6308.0,3467.66,2987.0,5202.0,15096.0,6881.42
1,2042-02,119225,30881.0,15486.0,6599.0,8584.55,10311.25,30192.0,17171.03
1,2042-03,74044,28875.67,8419.47,6419.18,6042.87,5863.0,11833.0,6590.81
1,2042-04,183629,55938.65,31211.0,12953.71,14328.39,17836.43,40660.0,10700.69
1,2042-05,190152,46635.74,36047.0,16957.0,16160.0,15373.0,33052.43,25926.57
1,2042-06,119556,42886.43,12336.0,10652.74,7413.0,6840.0,32067.0,7361.08
1,2042-07,12693,4817.61,2215.0,683.16,1203.0,1138.52,1800.0,836.0
1,2042-08,236075,55839.88,26903.08,18608.0,20796.83,21028.45,74585.0,18314.0
1,2042-09,105259,27616.0,13154.98,8705.76,8522.0,7011.0,25218.0,15032.06
1,2042-10,210235,69303.37,25890.0,17674.0,20394.72,11004.0,48737.0,17232.0
1,2042-11,35939,9186.72,4373.62,2314.0,2797.0,1849.34,10361.0,5057.51
1,2042-12,189997,47968.28,24947.56,17446.46,9976.88,13913.61,59031.77,16712.0
1,2043-01,184013,53139.42,34845.0,15255.0,9274.8,17878.47,40056.11,13564.0
1,2043-02,162906,61956.0,19796.41,15348.64,12701.83,14894.0,18451.7,19758.0
1,2043-03,28047,6352.11,3876.8,2270.89,2039.58,2496.45,6811.0,4200.38
1,2043-04,36105,10252.73,5405.0,3461.0,3207.0,2040.84,7892.99,3847.0
1,2043-05,85766,19891.28,11455.11,4617.67,5296.03,7848.24,24236.61,12421.0
1,2043-06,156779,44525.36,15829.77,14564.0,13570.46,15261.0,32935.43,20093.04
1,2043-07,163048,50067.73,25534.48,14278.54,9228.23,12336.07,40280.1,11322.83
1,2043-08,54262,11828.21,6475.0,2850.0,4413.0,3493.0,20972.0,4231.06
1,2043-09,135117,41961.0,16433.61,8165.04,8758.23,12909.1,32738.0,14152.0
1,2043-10,33776,9035.3,6089.31,2105.12,3337.0,2271.0,8109.91,2828.0
1,2043-11,171152,52905.89,18922.0,8945.21,14174.69,13137.0,53105.11,9961.45
1,2043-12,138376,37411.47,24377.37,10427.0,11332.0,13735.0,23546.46,17546.0
1,2044-01,207914,59447.72,26590.91,11738.56,11430.56,16666.0,60758.0,21282.0
1,2044-02,202445,64882.4,30602.37,10740.0,13036.0,11066.0,42483.97,29634.37
1,2044-03,147848,40750.0,16905.0,7528.32,10823.0,14363.89,45298.0,12180.01
1,2044-04,102787,22889.45,20526.0,6082.0,8193.0,7253.55,31405.0,6438.0
1,2044-05,137948,47571.0,20590.1,11266.29,12453.43,9642.0,18409.19,18016.0
1,2044-06,65016,23408.0,12113.0,3741.0,6019.16,6474.0,5285.0,7976.0
1,2044-07,150546,37745.96,26440.91,8142.0,14485.0,9980.0,44301.64,9450.9
1,2044-08,246902,89548.0,47510.22,18032.12,18505.0,16274.08,22608.0,34424.68
1,2044-09,199125,45728.0,21746.0,18073.34,18861.0,18156.0,48706.67,27853.36
1,2044-10,31959,9460.17,3636.98,1727.0,2923.81,3158.82,8160.37,2891.41
1,2044-11,146602,43659.0,27261.47,11672.0,12421.98,10003.0,23428.0,18156.74
1,2044-12,235928,51550.0,42003.39,19743.66,20850.0,15424.0,62951.05,23405.34
1,2045-01,129101,32994.22,22870.4,10663.1,11828.0,12752.0,25416.6,12576.56
1,2045-02,13748,4395.0,2272.48,793.0,1359.0,1062.0,2991.99,874.0
1,2045-03,238576,92642.73,36495.0,20665.0,22952.0,23562.0,10451.77,31807.06
1,2045-04,239170,74165.27,42811.78,15761.09,18891.22,16091.66,39979.73,31469.26
1,2045-05,23545,9140.0,4409.17,1709.47,2337.79,1177.47,2147.84,2623.0
1,2045-06,137659,32973.16,16250.9,8690.0,10498.28,7648.0,42764.67,18834.0
1,2045-07,207271,43194.0,28264.0,11385.0,11570.67,12998.6,83370.0,16488.0
1,2045-08,175838,65761.0,24117.0,14193.64,13396.0,11598.0,29717.84,17054.8
1,2045-09,83530,19967.0,14020.0,5525.93,8301.84,5537.0,22709.0,7468.72
1,2045-10,103557,23800.32,18495.0,8377.41,6948.0,9702.64,30922.73,5311.51
1,2045-11,71087,16908.52,10373.95,6227.68,6773.0,6523.56,19326.0,4953.97
1,2045-12,236911,69467.82,34242.8,12018.11,14776.14,22107.0,68553.0,15746.0
1,2046-01,78840,20236.08,14485.0,6082.5,5416.0,6407.05,22175.0,4039.0
1,2046-02,128451,48389.0,16321.0,7670.0,9469.63,6469.65,33378.0,6754.07
1,2046-03,195456,69497.0,35618.71,18595.33,14903.0,14182.0,26430.0,16230.0
1,2046-04,61005,20504.0,7113.64,3230.54,5157.0,5273.23,16389.16,3336.81
1,2046-05,187648,66276.21,26527.0,15509.0,14821.0,9590.86,26991.91,27932.16
1,2046-06,49353,10374.0,7982.99,2980.0,3918.0,2745.0,17247.0,4106.1
1,2046-07,203075,79671.03,35136.92,15128.0,16557.9,17664.0,16330.0,22587.54
1,2046-08,224283,47906.0,26493.0,21948.0,21196.29,18529.0,66688.0,21523.0
1,2046-09,62733,12685.6,10853.9,4930.0,4498.0,3537.0,20525.48,5703.0
1,2046-10,75318,18736.0,12471.93,4514.61,4952.2,4612.0,25745.0,4286.75
1,2046-11,230546,65125.0,27567.67,17443.0,13031.67,16605.53,71931.0,18842.65
1,2046-12,164736,40939.47,17977.78,10862.0,9099.0,9296.02,58872.0,17690.19
1,2047-01,77172,19687.0,11534.0,4328.17,6127.82,5078.22,21720.09,8697.04
1,2047-02,226688,81186.0,31390.23,16276.0,18068.0,18018.0,48888.88,12862.0
1,2047-03,103264,28095.56,16572.21,7164.0,9622.0,6758.0,26859.0,8194.0
1,2047-04,36736,13343.1,3743.2,3188.53,2219.59,2081.0,7978.27,4182.35
1,2047-05,235281,66644.0,31918.0,22490.0,12238.01,17789.77,56428.0,27774.44
1,2047-06,244113,56212.93,28119.0,16216.0,12870.44,14432.67,80494.33,35767.67
1,2047-07,122859,40201.0,17179.0,6184.81,9358.0,11803.76,22012.0,16120.0
1,2047-08,122181,25061.0,21845.6,11627.0,7743.0,11072.0,37716.75,7116.0
1,2047-09,141926,54267.35,15576.49,13151.78,9425.02,7477.88,25431.26,16596.22
1,2047-10,100084,21703.0,16841.0,6183.0,9726.0,9364.12,28366.0,7901.0
1,2047-11,179695,58880.68,23489.0,16709.0,17605.0,10940.84,41501.8,10569.0
1,2047-12,17392,5138.29,3118.0,1723.0,1680.49,1681.69,2481.0,1569.15
1,2048-01,65680,17160.0,8710.0,3517.0,4432.73,6116.0,20930.0,4815.0
1,2048-02,187789,71792.29,22938.75,9916.78,11789.76,14342.98,44396.6,12611.84
1,2048-03,228164,67263.0,33113.0,21324.0,17455.0,16747.01,51482.99,20779.11
1,2048-04,60859,23501.6,10107.45,5314.0,3991.05,5616.0,7706.0,4622.87
1,2048-05,135657,41049.0,17382.99,12360.0,11889.31,11753.72,22553.0,18669.01
1,2048-06,245167,83896.0,30265.85,21445.0,23509.56,13582.61,54506.0,17962.0
1,2048-07,167381,60761.72,31425.0,14839.86,13990.0,8634.54,20407.0,17323.0
1,2048-08,228527,63926.0,42572.81,14478.04,17536.0,21238.86,49903.0,18874.0
1,2048-09,204806,46573.74,31490.66,12134.0,14625.0,10869.0,74287.0,14826.0
1,2048-10,80467,21554.0,13751.0,8021.69,5289.21,6735.16,14298.38,10817.0
1,2048-11,193734,72249.31,21672.26,11351.62,14302.67,16834.0,44944.17,12380.0
1,2048-12,108506,39127.0,21492.8,8713.0,8158.0,10190.97,5064.0,15760.68
1,2049-01,119751,39631.0,16899.31,9959.0,6695.41,8391.54,22689.0,15485.0
1,2049-02,128906,43818.0,23885.0,7191.81,10995.4,9692.0,16191.0,17134.0
1,2049-03,153760,44599.0,23542.0,13421.0,14038.0,13043.0,23220.0,21897.0
1,2049-04,35342,10970.0,4389.0,2520.0,3477.0,2929.0,7295.09,3761.79
1,2049-05,178229,52488.99,24564.0,13521.0,12593.0,10687.91,48113.01,16261.02
1,2049-06,208935,64581.4,25220.0,16129.5,12866.21,19315.0,52076.0,18747.0
1,2049-07,116308,28849.49,16792.0,7457.48,6286.0,10913.26,31717.0,14292.74
1,2049-08,193155,61158.0,30498.5,10184.21,12691.0,14478.89,50304.0,13841.0
1,2049-09,116081,27635.0,22255.0,9017.0,7541.0,8305.0,31900.09,9428.0
1,2049-10,206805,63886.01,21530.0,18041.93,14952.0,10547.3,66215.49,11633.0
1,2049-11,99045,22044.0,15811.88,7353.0,5085.0,6836.49,35911.0,6003.0
1,2049-12,44698,14466.87,7512.27,3724.98,3376.87,3193.15,9949.0,2475.0
1,2050-01,120078,46559.0,17920.0,10211.83,11140.54,8515.28,16012.0,9719.0
1,2050-02,90623,24030.04,10799.87,7048.0,7176.98,5469.0,23852.0,12247.0
1,2050-03,32671,7312.0,3726.0,2102.0,2479.85,2855.47,9828.83,4367.0
1,2050-04,166256,36334.08,25474.12,15142.94,9156.0,14896.0,43448.0,21806.0
1,2050-05,103384,23242.94,11593.64,8896.88,6119.22,6866.69,36458.0,10206.0
1,2050-06,183179,46069.0,32503.64,12690.22,13800.0,16999.02,38221.0,22896.53
1,2050-07,96202,35333.0,17917.52,6330.08,8909.0,5007.0,17416.85,5287.85
1,2050-08,61663,17975.69,9097.67,5497.0,5395.98,4492.0,10907.0,8297.79
1,2050-09,25708,7210.1,3663.27,1777.56,2210.0,1989.0,5147.0,3711.66
